university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
University of Porto,Economics of Business and Strategy,Master,N/A,N/A,N/A,"Porto, Portugal",https://www.study.eu/university/university-of-porto/master-economics-of-business-and-strategy
Technical University of Košice,Economics of Earth Resources,PhD,N/A,4 years full-time / part-time,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/phd-economics-of-earth-resources
"University of Economics, Prague",Economics of Globalisation and European Integration,MA,N/A,2 years full-time,N/A,"Prague, Czech Republic",https://www.study.eu/university/university-of-economics-prague/economics-of-globalisation-and-european-integration
University of East Anglia,Economics of International Finance and Trade,MSc,"19,630 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/economics-of-international-finance-and-trade
University of East Anglia,"Economics of Money, Banking and Capital Markets",MSc,"19,630 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/economics-of-money-banking-and-capital-markets
Barcelona School of Economics,Economics of Public Policy,Master,N/A,10 months (60 ECTS) full-time,N/A,"Barcelona, Spain",https://www.study.eu/university/barcelona-school-of-economics/economics-of-public-policy
Wageningen University & Research,Economics of Sustainability,MSc,N/A,N/A,N/A,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/msc-economics-of-sustainability
University of Marburg,Economics of the Middle East,MSc,N/A,2 years full-time,N/A,"Marburg, Germany",https://www.study.eu/university/university-of-marburg/economics-of-the-middle-east
Dalarna University,Economics of Tourism and Events,Master,N/A,1 year (60 ECTS) full-time,N/A,"Borlänge, Sweden",https://www.study.eu/university/dalarna-university/economics-of-tourism-and-events
University of the Balearic Islands,Economics of Tourism: Monitoring and Evaluation,Master,N/A,60 ECTS,N/A,"Palma de Mallorca, Spain",https://www.study.eu/university/university-of-the-balearic-islands/economics-of-tourism-monitoring-and-evaluation
University of Southampton,Economics & Philosophy,BA (Hons),N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/ba-hons-economics-philosophy
Cardiff University,Economics/Philosophy,BA (Hons),"67,835 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-philosophy
University of Limerick,Economics & Policy Analysis,MSc,N/A,1 year full-time,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/economics-policy-analysis
Dublin City University (DCU),"Economics, Politics and Law",BA (Hons),N/A,3 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/economics-politics-and-law
"Goldsmiths, University of London","Economics, Politics and Public Policy",BA (Hons),N/A,3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/economics-politics-and-public-policy
"Bard College Berlin, A Liberal Arts University","Economics, Politics, and Social Thought",BA,N/A,4 years full-time,N/A,"Berlin, Germany",https://www.study.eu/university/bard-college-berlin-a-liberal-arts-university/ba-in-economics-politics-and-social-thought
VU Amsterdam,Economics: Public Policy,Master,N/A,1 year (60 ECTS) full-time,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-economics-public-policy
Bielefeld University,Economics - Quantitative Economics,MSc,N/A,2 years full-time / part-time,N/A,"Bielefeld, Germany",https://www.study.eu/university/bielefeld-university/msc-quantitative-economics-8164
Cardiff University,Economics/Spanish,BA (Hons),"92,582 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-spanish
Bangor University,Economics/Spanish,BA (Hons),N/A,4 years full-time,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/economics-spanish-5575d955-c97f-42b8-ac40-2a38cd10aa92
Université de Liège,Economics: Specialised,Master,N/A,120 ECTS,N/A,"Liège, Belgium",https://www.study.eu/university/universite-de-liege/economics-specialised
University of Namur,Economics: Specialised,Master,N/A,120 ECTS,N/A,"Namur, Belgium",https://www.study.eu/university/university-of-namur/economics-specialised-c8143842-35d2-420d-b35b-f2c6e7634cef
Queen Mary University of London,"Economics, Statistics and Mathematics",BSc (Hons),"105,455 USD in total (students from outside EU/EEA)",3 years,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/bsc-hons-economics-statistics-and-mathematics
"Royal Holloway, University of London",Economics (Two-Year),MSc,"45,357 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/economics-two-year
Cardiff University,Economics with a European Language (French),BSc (Hons),"94,183 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-with-a-european-language-french
Cardiff University,Economics with a European Language (German),BSc (Hons),"94,183 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-with-a-european-language-german
Cardiff University,Economics with a European Language (Spanish),BSc (Hons),"94,183 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-with-a-european-language-spanish
Cardiff University,Economics with a Professional Placement Year,Bachelor,"94,183 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/economics-with-a-professional-placement-year
University of Essex,Economics with Data Science,MSc,"31,349 USD in total (students from outside EU/EEA)",1 year full-time / part-time,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/msc-economics-with-data-science
University of Essex,Economics with Data Science,BSc,"86,145 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-economics-with-data-science-28858
"Goldsmiths, University of London",Economics with Econometrics,BSc (Hons),N/A,3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/economics-with-econometrics
University of Edinburgh,Economics with Environmental Studies,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/economics-with-environmental-studies
University of Edinburgh,Economics with Finance,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/economics-with-finance
"Birkbeck, University of London",Economics with Foundation Year,BSc (Hons),"74,706 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/economics-with-foundation-year
University of Derby,Economics with Foundation Year,BA (Hons),N/A,4 years full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/economics-with-foundation-year-b9b4f438-a798-4300-8617-854010273a57
University of Dundee,Economics with French,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-economics-with-french
Aberystwyth University,Economics with Human Geography,BSc (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/economics-with-human-geography
Aberystwyth University,Economics with International Politics,BSc (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/economics-with-international-politics
University of Edinburgh,Economics with Management Science,M (UG),"111,792 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/economics-with-management-science
"Goldsmiths, University of London",Economics with Marketing,BA (Hons),N/A,3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/economics-with-marketing
Brunel University London,Economics with Placement,BSc (Hons),"73,203 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/economics-with-placement
Aberystwyth University,Economics with Politics,BSc (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/economics-with-politics
University of Essex,Economics with Public Policy,MA,"31,349 USD in total (students from outside EU/EEA)",1 year full-time / part-time,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ma-economics-with-public-policy
University of Dundee,Economics with Spanish,MA (UG),"96,851 USD in total (students from outside EU/EEA)",3 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-economics-with-spanish
University of Crete,Economic Theory and Policy,Master,N/A,2 years (120 ECTS) full-time,N/A,"Heraklion, Greece",https://www.study.eu/university/university-of-crete/master-economic-theory-and-policy
University of Stavanger,Economic Transformation and Innovation,MSc,N/A,2 years (120 ECTS) full-time,N/A,"Stavanger, Norway",https://www.study.eu/university/university-of-stavanger/msc-economic-transformation-and-innovation
Poznan University of Economics and Business,Economy,PhD,N/A,N/A,N/A,"Poznan, Poland",https://www.study.eu/university/poznan-university-of-economics-and-business/phd-economy
VSB - Technical University of Ostrava,Economy and Management,PhD,N/A,4 years full-time,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-economy-and-management
Technical University of Košice,Economy and Management of Public Administration,Bachelor,N/A,4 years full-time / part-time,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/economy-and-management-of-public-administration
Technical University of Košice,Economy and Management of Public Administration,Master,N/A,3 years full-time / part-time,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/economy-and-management-of-public-administration-21264
London School of Economics and Political Science (LSE),Economy and Society,MSc,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-economy-and-society
Dresden University of Technology,Ecosystem Services,MSc,N/A,2 years (120 ECTS),N/A,"Dresden, Germany",https://www.study.eu/university/dresden-university-of-technology/ecosystem-services
Liepaja University,Ecotechnologies,Master,N/A,1.5 years (90 ECTS) full-time,N/A,"Liepaja, Latvia",https://www.study.eu/university/liepaja-university/ecotechnologies
Mid Sweden University,Ecotechnology,Bachelor,N/A,3 years (180 ECTS) full-time,N/A,"Härnösand, Sweden",https://www.study.eu/university/mid-sweden-university/ecotechnology
University of Gothenburg,Ecotoxicology,Master,N/A,2 years (120 ECTS) full-time,N/A,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/ecotoxicology
University of Bonn,Ecumenical Studies,MA,N/A,1 year (60 ECTS),N/A,"Bonn, Germany",https://www.study.eu/university/university-of-bonn/ecumenical-studies
University of Bonn,"Ecumenical Studies, Extended",MA,N/A,2 years full-time,N/A,"Bonn, Germany",https://www.study.eu/university/university-of-bonn/extended-ecumenical-studies
International Business Academy (IBA),E-designer,Master,N/A,2 years full-time,N/A,"Kolding, Denmark",https://www.study.eu/university/international-business-academy-iba/e-designer
EDHEC Business School,EDHEC Global MBA,MBA,N/A,N/A,N/A,"Lille, France",https://www.study.eu/university/edhec-business-school/edhec-global-mba
Griffith College,Edinburgh Business School Heriot Watt,MBA,N/A,N/A,N/A,"Dublin, Ireland",https://www.study.eu/university/griffith-college/mba-edinburgh-business-school-heriot-watt
Åbo Akademi University,Education,Bachelor,N/A,N/A,N/A,"Turku, Finland",https://www.study.eu/university/abo-akademi-university/education
Durham University,Education,MA,"22,011 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Durham, United Kingdom",https://www.study.eu/university/durham-university/education-4973
Liverpool Hope University,Education,MA,N/A,1 year full-time,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/liverpool-hope-university/education-4974
London Metropolitan University,Education,MA,"15,608 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"London, United Kingdom",https://www.study.eu/university/london-metropolitan-university/education-4975
Oxford Brookes University,Education,MA,N/A,1 year full-time,N/A,"Oxford, United Kingdom",https://www.study.eu/university/oxford-brookes-university/education-4976
University of Bristol,Education,MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-4978
University of Bristol,Education,PhD,"71,504 USD in total (students from outside EU/EEA)",4 years full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/education-4979
University of Exeter,Education,MA,"21,277 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/education-4980
University of Exeter,Education,MPhil,"41,221 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/education-4981
University of Huddersfield,Education,MA,N/A,1 year full-time,N/A,"Huddersfield, United Kingdom",https://www.study.eu/university/university-of-huddersfield/education-4982
University of Sheffield,Education,MA,"20,344 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/education-4984
University of Southampton,Education,MSc,N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/education-4985
Middlesex University London,Education,MA,N/A,1 year,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/education-1f4c95bf-19d2-461c-9588-a0556dcb837c
Dublin City University (DCU),Education,Bachelor,N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-767565a9-bf66-434d-b62f-800e44c4c3ae
Dublin City University (DCU),Education,MEd,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-34ea693c-5dc0-4ed9-a71e-0f4951057a7e
Dublin City University (DCU),Education,PhD,N/A,4 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-5ff96081-fa1e-401c-9e6e-db54a8c53305
Maynooth University,Education,MEd,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/education-90555c00-5184-4f03-810a-bdfbcde68b44
University of Galway,Education,Master,N/A,2 years (120 ECTS) full-time,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/education-c2ffbe03-a20e-43a4-9329-5a0bc92bf08b
University of Galway,Education,PhD,N/A,N/A,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/education-d4ef0c0a-5d25-4128-ad3c-9885d8829878
Trinity College Dublin (TCD),Education,MEd,N/A,N/A,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/education-572277de-2897-49e1-ab1c-d0fe998227d4
University College Cork (UCC),Education,MEd,N/A,1 year,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/education-40d27803-0979-4cf9-a8d6-22495b6fc1ad
University College Dublin (UCD),Education,MA,N/A,1 year full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/education-a3741953-e403-49ce-b5b0-e7c2c0afa708
University of Limerick,Education,Master,N/A,2 years part-time,N/A,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/education-77f01d83-c604-4fa7-af88-687b02baa081
The Open University,Education,Master,N/A,90 ECTS,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/education-0cfcfa13-6b4e-45c6-8cac-7d39bd2fc353
Cardiff University,Education,BSc (Hons),"67,835 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/education-58e9696a-738d-406f-9acb-9f8b82debeab
University of Dundee,Education,MA (UG),"96,851 USD in total (students from outside EU/EEA)",4 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-education
Brunel University London,Education,BA (Hons),"54,902 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Uxbridge, United Kingdom",https://www.study.eu/university/brunel-university-london/education-ad6cc995-5ff0-48f3-963b-df4fc5063411
King's College London,Education,MA,N/A,1 year full-time / part-time,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/education-021b9b27-91a3-44fd-87d6-f5b638dc3986
Keele University,Education,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-6f45012c-9406-40d4-afa7-69e4c13d3f4b
Keele University,Education,MA,N/A,1 year,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-6e97157c-7a13-464c-a67c-85a1442af28e
University of Greenwich,Education,MA,"21,744 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ma-education
University of Greenwich,Education,PhD,"65,234 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/phd-education
University of Silesia in Katowice,Education,Master,N/A,N/A,N/A,"Katowice, Poland",https://www.study.eu/university/university-of-silesia-in-katowice/master-education-26092
University of Cambridge,Education,BA (Hons),N/A,3 years,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/ba-hons-education
University of Sussex,Education,BA (Hons),N/A,N/A,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-education-27697
Durham University,Educational Assessment,MSc,"22,011 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Durham, United Kingdom",https://www.study.eu/university/durham-university/educational-assessment
University of Dundee,Educational Assistive Technology,MSc,N/A,1 year full-time,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-dundee/msc-educational-assistive-technology
Tallinn University,Educational Innovation and Leadership,Master,"9,692 USD in total (students from outside EU/EEA)",2 years,N/A,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university/master-educational-innovation-and-leadership
University of Jyväskylä,Educational Leadership,Master,N/A,120 ECTS full-time,N/A,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/educational-leadership-2082
University of Manchester,Educational Leadership,MA,"20,677 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/educational-leadership
University of Buckingham,Educational Leadership,MEd,N/A,N/A,N/A,"Buckingham, United Kingdom",https://www.study.eu/university/university-of-buckingham/educational-leadership-9f459fe5-e1f1-44d3-b757-1de3a9875a7b
University of Dundee,Educational Leadership,Master,N/A,3 years part-time,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-dundee/master-educational-leadership
University of Portsmouth,Educational Leadership and Management,MSc,"15,341 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/educational-leadership-and-management
Maynooth University,Educational Leadership And Management,Master,N/A,N/A,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/educational-leadership-and-management-2b9ed51f-059c-4c15-b798-247b5b66ba60
European University Cyprus,Educational Management and Leadership,Master,N/A,1.5 years,N/A,"Nicosia, Cyprus",https://www.study.eu/university/european-university-cyprus/master-educational-management-and-leadership
"Birkbeck, University of London",Educational Neuroscience,MA,"18,343 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/educational-neuroscience
University of Dundee,Educational Psychology,MSc,N/A,2 years,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/msc-educational-psychology
University of Bamberg,Educational Quality in Developing Countries,MA,N/A,2 years,N/A,"Bamberg, Germany",https://www.study.eu/university/university-of-bamberg/educational-quality-in-developing-countries
University of Bristol,Educational Research,MSc,"19,877 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/educational-research
University of Exeter,Educational Research,MSc,"21,277 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/educational-research-5026
University of Sheffield,Educational Research,MA,N/A,1 year full-time,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/educational-research-5027
University of Tartu,Educational Science,PhD,N/A,N/A,N/A,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/phd-educational-sciences-6368
Eötvös Loránd University (ELTE),Educational Science,MA,N/A,2 years (120 ECTS),N/A,"Budapest, Hungary",https://www.study.eu/university/eotvos-lorand-university-elte/educational-science-11712
University of Eastern Finland,Educational Sciences,Master,N/A,120 ECTS full-time,N/A,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/educational-sciences
University of Jyväskylä,Educational Sciences,Master,N/A,120 ECTS full-time,N/A,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/educational-sciences-2083
University of Trás-os-Montes and Alto Douro,Educational Sciences,Master,N/A,N/A,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-educational-sciences-7fe8fb90-de37-402c-b363-e91f8e4d800b
KU Leuven,Educational Studies,MSc,N/A,1 year (60 ECTS) full-time,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/educational-studies
University of Tartu,Educational Technology,Master,"4,846 USD in total (students from outside EU/EEA)",1 year (60 ECTS),N/A,"Tartu, Estonia",https://www.study.eu/university/university-of-tartu/master-educational-technology
Saarland University,Educational Technology,MSc,N/A,N/A,N/A,"Saarbrücken, Germany",https://www.study.eu/university/saarland-university/msc-educational-technology
University of Latvia,Educational Treatment of Diversity,Master,N/A,2 years (120 ECTS) full-time,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/educational-treatment-of-diversity
University of Eastern Finland,"Education and Adult Education, Special Education, Career Counseling",Bachelor,N/A,N/A,N/A,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/education-and-adult-education-special-education-career-couns
University of Eastern Finland,"Education and Adult Education, Special Education, Career Counselling",Bachelor,N/A,N/A,N/A,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/education-and-adult-education-special-education-career-couns-fb0aebb4-021e-4665-a78e-5dd7b5b187a2
University of Portsmouth,Education and Childhood Studies,MPhil,N/A,2 years full-time,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/education-and-childhood-studies
University of Portsmouth,Education and Childhood Studies,PhD,N/A,3 years full-time,N/A,"Portsmouth, United Kingdom",https://www.study.eu/university/university-of-portsmouth/education-and-childhood-studies-5009
Leiden University,Education and Child Studies: Applied Neuroscience in Human Development,MSc,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/education-and-child-studies-applied-neuroscience-in-human-de
Leiden University,Education and Child Studies (Research),MSc,N/A,1 year (60 ECTS) full-time,N/A,"Leiden, Netherlands",https://www.study.eu/university/leiden-university/msc-education-and-child-studies-research
University of East Anglia,Education and Development,MA,"19,343 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/education-and-development
University of Hull,Education and Digital Technologies,MA,"16,675 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-and-digital-technologies
University of Hull,Education and Early Childhood Studies,MA,"16,675 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-and-early-childhood-studies
Liverpool Hope University,Education and Education Leadership and Management,MA,N/A,1 year full-time,N/A,"Liverpool, United Kingdom",https://www.study.eu/university/liverpool-hope-university/education-and-education-leadership-and-management
Keele University,Education and English Literature,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-english-literature
Keele University,Education and History,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-history
Keele University,Education and Human Biology,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-human-biology
University of Hull,Education and Leadership,MA,"16,675 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Hull, United Kingdom",https://www.study.eu/university/university-of-hull/education-and-leadership
University of Turku,Education and Learning,Master,N/A,120 ECTS full-time,N/A,"Turku, Finland",https://www.study.eu/university/university-of-turku/education-and-learning-2196
University of Bolton,Education and Learning,BA,N/A,N/A,N/A,"Bolton, United Kingdom",https://www.study.eu/university/university-of-bolton/education-and-learning
University of East Anglia,Education and Lifelong Learning,MPhil,"36,819 USD in total (students from outside EU/EEA)",2 years full-time,N/A,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/education-and-lifelong-learning
Keele University,Education and Mathematics,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-mathematics
Keele University,Education and Philosophy,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-philosophy
Keele University,Education and Physics,BSc (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-physics
Keele University,Education and Sociology,BA (Hons),N/A,3 years,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/education-and-sociology
Dublin City University (DCU),Education and Training,BSc (Hons),N/A,3 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-and-training
University of Greenwich,Education and Training,PhD,"65,234 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/phd-education-and-training
Dublin City University (DCU),Education and Training Management (eLearning),Master,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-and-training-management-elearning
Dublin City University (DCU),Education and Training Management (Leadership),MSc,N/A,2 years part-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-and-training-management-leadership
Oxford Brookes University,Education - Childhood and Youth Studies (MA),MA,N/A,1 year full-time,N/A,"Oxford, United Kingdom",https://www.study.eu/university/oxford-brookes-university/education-childhood-and-youth-studies-ma
Dublin City University (DCU),Education - Church of Ireland Pathway (Restricted Entry),Bachelor,N/A,4 years full-time,N/A,"Dublin, Ireland",https://www.study.eu/university/dublin-city-university-dcu/education-church-of-ireland-pathway-restricted-entry
"Goldsmiths, University of London","Education, Culture and Society",BA (Hons),N/A,3 years full-time,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/education-culture-and-society
University of Southampton,Education Degree,BSc (Hons),N/A,N/A,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/bsc-hons-education-degree
Atlantic Technological University,"Education (Design, Graphics and Construction)",BSc (Hons),N/A,4 years,N/A,"Galway, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-hons-education-design-graphics-and-construction
Aberystwyth University,Education/Drama & Theatre,BA (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-drama-theatre
University of Sheffield,Education (Early Childhood),MA,"20,344 USD in total (students from outside EU/EEA)",1 year full-time,N/A,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/education-early-childhood
University of Derby,Education: Early Years (pathway),MA,N/A,1 year full-time / part-time,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/education-early-years-pathway
Aberystwyth University,Education/Fine Art,BA (Hons),"54,428 USD in total (students from outside EU/EEA)",3 years full-time,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/education-fine-art
Inland Norway University College of Applied Sciences,Education for Diversity and Sustainable Living,Master,N/A,30 ECTS full-time,N/A,"Lillehammer, Norway",https://www.study.eu/university/inland-norway-university-college-of-applied-sciences/master-education-for-diversity-and-sustainable-living
London South Bank University,Education for Sustainability,MSc,N/A,1 year and 4 months full-time,N/A,"London, United Kingdom",https://www.study.eu/university/london-south-bank-university/education-for-sustainability
