university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
University of Derby,Early Childhood Studies (Top-Up) (Online),BA (Hons),,,1005,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/early-childhood-studies-top-up-online
Aberystwyth University,Early Childhood Studies with Early Years Practitioner Status,BA (Hons),54428.0,3.0,905,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/early-childhood-studies-with-early-years-practitioner-status
University of Derby,Early Childhood Studies with Foundation Year,BA (Hons),,4.0,1005,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/early-childhood-studies-with-foundation-year
University of Turku,Early Childhood Teacher Education,Bachelor,34617.0,3.0,365,"Turku, Finland",https://www.study.eu/university/university-of-turku/early-childhood-teacher-education
Maynooth University,Early Childhood - Teaching And Learning,BA,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/early-childhood-teaching-and-learning
Atlantic Technological University,Early Education and Care,Bachelor,,4.0,2959,"Sligo, Ireland",https://www.study.eu/university/atlantic-technological-university/bachelor-early-education-and-care
King's College London,Early Intervention in Psychosis,MSc,,1.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/early-intervention-in-psychosis
Trinity College Dublin (TCD),Early Irish,MPhil,,2.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/early-irish
Maynooth University,Early Irish Studies,MA,,1.0,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/early-irish-studies
King's College London,Early Modern English Literature: Text and Translation,MA,,1.0,42,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/early-modern-english-literature-text-and-translation
Trinity College Dublin (TCD),Early Modern History,MPhil,,1.0,N/A,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/early-modern-history
University of St Andrews,Early Modern History,MLitt,22385.0,1.0,381,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/early-modern-history-17ce4d0c-a1c4-4fa0-a86b-2602f753b9b9
Uppsala University,Early Modern Studies,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/early-modern-studies
The Royal Danish Academy of Music,Early Music,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/the-royal-danish-academy-of-music/early-music
Amsterdam University of the Arts,Early Music,Bachelor,,,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/amsterdam-university-of-the-arts/bachelor-early-music
Amsterdam University of the Arts,Early Music,Master,,2.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/amsterdam-university-of-the-arts/master-early-music
University of Aberdeen,Early Years,MEd,,1.0,367,United Kingdom – programme delivered online,https://www.study.eu/university/university-of-aberdeen/early-years
University of Greenwich,Early Years,BA (Hons),,3.0,762,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ba-hons-early-years
University College Cork (UCC),Early Years and Childhood Studies,BA (Hons),,3.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/early-years-and-childhood-studies
TU Shannon,Early Years Care and Education,BA,,3.0,N/A,"Athlone, Ireland",https://www.study.eu/university/tu-shannon/ba-early-years-care-and-education
University of Sussex,Early Years Education,MA,,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-early-years-education
University of Sussex,Early Years Education (with Early Years Teacher Status),MA,,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-early-years-education-with-early-years-teacher-status
VU Amsterdam,Earth and Climate,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-earth-and-climate
University of Padua,Earth and Climate Dynamics,Bachelor,,3.0,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/bachelor-earth-and-climate-dynamics
University of Hohenheim,Earth and Climate System Science,MSc,,2.0,767,"Stuttgart, Germany",https://www.study.eu/university/university-of-hohenheim/earth-and-climate-system-science
Wageningen University & Research,Earth and Environment,MSc,,,120,"Wageningen, Netherlands",https://www.study.eu/university/wageningen-university-research/earth-and-environment
University of Liverpool,Earth and Ocean Sciences,MPhil,,2.0,158,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/earth-and-ocean-sciences
University of Galway,Earth and Ocean Sciences,BSc,,4.0,565,"Galway, Ireland",https://www.study.eu/university/university-of-galway/earth-and-ocean-sciences-1e4e2efe-5867-49ce-81b5-c35e2954c73d
Université Paris Cité,"Earth and planet sciences, environment: fundamentals of remote sensing",Master,,2.0,N/A,"Paris, France",https://www.study.eu/university/universite-paris-cite/earth-and-planet-sciences-environment-fundamentals-of-remote
Université Paris Cité,"Earth and planet sciences, environment: solid earth science",Master,,1.0,N/A,"Paris, France",https://www.study.eu/university/universite-paris-cite/earth-and-planet-sciences-environment-solid-earth-science
Technical University of Denmark (DTU),Earth and Space Physics and Engineering,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/technical-university-of-denmark-dtu/earth-and-space-physics-and-engineering
University of Montpellier,Earth and Water Under Global Change,Master,560.0,2.0,351,"Montpellier, France",https://www.study.eu/university/university-of-montpellier/master-earth-and-water-under-global-change
University of Padua,Earth Dynamics,Master,,2.0,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/master-earth-dynamics
University College Dublin (UCD),Earth & Natural Sciences,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/earth-natural-sciences
Luleå University of Technology,Earths Atmosphere and the Solar System,Master,,2.0,742,"Luleå, Sweden",https://www.study.eu/university/lulea-university-of-technology/earths-atmosphere-and-the-solar-system
University College Cork (UCC),Earth Science,BSc (Hons),,4.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/earth-science
University of Bergen,Earth Science,Master,,2.0,367,"Bergen, Norway",https://www.study.eu/university/university-of-bergen/master-earth-science
University of Miskolc,Earth Science Engineering,MSc,,2.0,1815,"Miskolc, Hungary",https://www.study.eu/university/university-of-miskolc/earth-science-engineering
Uppsala University,Earth Science - European Palaeobiology Specialisation (Uppsala-Lille),Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/earth-science-european-palaeobiology-specialisation-uppsala-
Uppsala University,Earth Science - Geology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/earth-science-geology
Uppsala University,Earth Science - Hydrology/Hydrogeology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/earth-science-hydrology-hydrogeology
Uppsala University,Earth Science - Palaeobiology,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/earth-science-palaeobiology
Uppsala University,Earth Science - Physical Geography,Master,,2.0,97,"Uppsala, Sweden",https://www.study.eu/university/uppsala-university/earth-science-physical-geography
University of Bristol,Earth Sciences,MSc,24679.0,1.0,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/earth-sciences-4843
University of Gothenburg,Earth Sciences,Master,,2.0,144,"Gothenburg, Sweden",https://www.study.eu/university/university-of-gothenburg/earth-sciences
University of Iceland,Earth Sciences,MSc,,,553,"Reykjavík, Iceland",https://www.study.eu/university/university-of-iceland/earth-sciences-12125
University College Dublin (UCD),Earth Sciences,MSc,,2.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/earth-sciences-03ece7a2-340d-4bf6-a108-602a07808a59
University College Dublin (UCD),Earth Sciences,PhD,,3.0,199,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/earth-sciences-f743f541-cd66-4839-bf41-3a24c1eeae7a
University of Milan,Earth Sciences,Master,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/earth-sciences-59e6574b-1b3a-4cd7-8c16-6f98be291577
"Birkbeck, University of London",Earth Sciences,BSc (Hons),56029.0,4.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/earth-sciences-e2ed3b82-1a9e-4f85-b4a6-76007128aa02
ENS de Lyon,Earth Sciences,Master,,,N/A,"Lyon, France",https://www.study.eu/university/ens-de-lyon/master-earth-sciences
VU Amsterdam,Earth Sciences,Master,,2.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-earth-sciences-27444
UvA University of Amsterdam,Earth Sciences,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-earth-sciences-28449
UvA University of Amsterdam,Earth Sciences: Earth System Science,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-earth-sciences-earth-system-science
UvA University of Amsterdam,Earth Sciences: Environmental Management,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-earth-sciences-environmental-management
Jagiellonian University,Earth Sciences in A Changing World,BA,,3.0,343,"Cracow, Poland",https://www.study.eu/university/jagiellonian-university/ba-earth-sciences-in-a-changing-world
Utrecht University,Earth Structure and Dynamics,MSc,,2.0,44,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/earth-structure-and-dynamics
Utrecht University,Earth Surface and Water,MSc,,2.0,44,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/earth-surface-and-water
University of Zurich,Earth System Science,MSc,,,81,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/earth-system-science
University of Vienna,East Asian Economy and Society,MA,,2.0,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-vienna/east-asian-economy-and-society
University of Turku,East Asian Studies,Master,18462.0,2.0,365,"Turku, Finland",https://www.study.eu/university/university-of-turku/east-asian-studies-2183
University of Groningen,East Asian Studies,MA,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/east-asian-studies
Daugavpils University,Eastern European Culture and Business Relations,Bachelor,,3.0,4317,"Daugavpils, Latvia",https://www.study.eu/university/daugavpils-university/eastern-european-culture-and-business-relations
UvA University of Amsterdam,East European Studies (European Studies),Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-east-european-studies-european-studies
Ludwig Maximilians University Munich,East European Studies - Honours Master's Programme (Universities of Munich/Regensburg),MA,,2.0,127,"Munich, Germany",https://www.study.eu/university/ludwig-maximilians-university-munich/east-european-studies-honours-master-s-programme-universitie
Jagiellonian University,East European Studies: Languages and Discourses,Bachelor,,3.0,343,"Cracow, Poland",https://www.study.eu/university/jagiellonian-university/bachelor-east-european-studies-languages-and-discourses
Freie Universität Berlin,East European Studies - MA,MA,,,180,"Berlin, Germany",https://www.study.eu/university/freie-universitat-berlin/east-european-studies-ma
University of Eastern Finland,East Finland Doctoral Programme in Computer Science and Engineering,PhD,,,500,"Joensuu, Finland",https://www.study.eu/university/university-of-eastern-finland/east-finland-doctoral-programme-in-computer-science-and-engi
Bialystok University of Technology,Eco-engineering,Bachelor,,,1816,"Bialystok, Poland",https://www.study.eu/university/bialystok-university-of-technology/bachelor-eco-engineering
Bialystok University of Technology,Eco-engineering,Master,,,1816,"Bialystok, Poland",https://www.study.eu/university/bialystok-university-of-technology/master-eco-engineering
University of Montpellier,Eco-Epidemiology of emerging diseases,Master,560.0,2.0,351,"Montpellier, France",https://www.study.eu/university/university-of-montpellier/master-eco-epidemiology-of-emerging-diseases
University of Edinburgh,Ecological and Environmental Sciences,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/ecological-and-environmental-sciences
University of Edinburgh,Ecological and Environmental Sciences with Management,BSc (Hons),147011.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/ecological-and-environmental-sciences-with-management
University of Edinburgh,Ecological Economics,MSc,,1.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/ecological-economics
University of Novi Sad,Ecological Sciences,PhD,,3.0,708,"Novi Sad, Serbia",https://www.study.eu/university/university-of-novi-sad/phd-ecological-sciences
Norwegian University of Life Sciences,Ecology,MSc,,2.0,1033,"Ås, Norway",https://www.study.eu/university/norwegian-university-of-life-sciences/msc-ecology
University of Liverpool,Ecology,MPhil,,2.0,158,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/ecology-5444
Umeå University,Ecology,Master,,2.0,10705,"Umeå, Sweden",https://www.study.eu/university/umea-university/ecology
University of Basel,Ecology,MSc,,,233,"Basel, Switzerland",https://www.study.eu/university/university-of-basel/ecology-a259889c-a69b-4cdc-a817-008ce48b4791
University of Zurich,Ecology,PhD,,,81,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/ecology-a06e1939-3f13-4e29-a904-b4cf13590388
Lomonosov Moscow State University (MSU),Ecology,MSc,,2.0,N/A,"Moscow, Russia",https://www.study.eu/university/lomonosov-moscow-state-university-msu/ecology-5c0dbaf5-3e7b-4c17-9fe0-dac5f6203a0f
University of Aberdeen,Ecology,BSc,102987.0,4.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/ecology-11405
University of Stirling,Ecology,BSc (Hons),,4.0,605,"Stirling, United Kingdom",https://www.study.eu/university/university-of-stirling/ecology-20062
University College of Southeast Norway,Ecology,PhD,,3.0,N/A,"Kongsberg, Norway",https://www.study.eu/university/university-college-of-southeast-norway/phd-ecology
Charles University,Ecology,Master,,2.0,216,"Prague, Czech Republic",https://www.study.eu/university/charles-university/master-ecology
University of Aberdeen,Ecology and Conservation,MSc,22545.0,1.0,367,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/ecology-and-conservation
Keele University,Ecology and Conservation,BSc (Hons),,3.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/ecology-and-conservation-29a4e4de-fe92-47db-a191-a136e1e80e4a
University of Sussex,Ecology and Conservation,MSci,,,269,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/msci-ecology-and-conservation
Keele University,Ecology and Conservation with Integrated Master's,MSci,,4.0,627,"Keele, United Kingdom",https://www.study.eu/university/keele-university/ecology-and-conservation-with-integrated-master-s
University of Vienna,Ecology and Ecosystems,MSc,,2.0,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-vienna/ecology-and-ecosystems
University College Cork (UCC),Ecology and Environmental Biology,BSc (Hons),,,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/ecology-and-environmental-biology
University of Essex,Ecology and Environmental Biology,BSc,92849.0,3.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-ecology-and-environmental-biology
University College of Southeast Norway,Ecology and Environmental Management,Master,,2.0,N/A,"Kongsberg, Norway",https://www.study.eu/university/university-college-of-southeast-norway/master-ecology-and-environmental-management
VU Amsterdam,Ecology and Evolution,Master,,2.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-ecology-and-evolution
Jagiellonian University,Ecology and Evolution,MA,,2.0,343,"Cracow, Poland",https://www.study.eu/university/jagiellonian-university/ecology-and-evolution
University of Groningen,Ecology and Evolution,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-ecology-and-evolution-24015
Paris Lodron University of Salzburg,Ecology and Evolution,MSc,,2.0,1191,"Salzburg, Austria",https://www.study.eu/university/paris-lodron-university-of-salzburg/msc-ecology-and-evolution-29946
Norwegian University of Life Sciences,Ecology and Natural Resource Management,PhD,,3.0,1033,"Ås, Norway",https://www.study.eu/university/norwegian-university-of-life-sciences/phd-ecology-and-natural-resource-management
Linköping University,Ecology and the Environment,Master,,2.0,218,"Linköping, Sweden",https://www.study.eu/university/linkoping-university/ecology-and-the-environment
University of Potsdam,"Ecology, Evolution and Conservation",MSc,,,403,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/ecology-evolution-and-conservation
University of Helsinki,"Ecology, Evolution and Environmental Sustainability in Society",PhD,,,79,"Helsinki, Finland",https://www.study.eu/university/university-of-helsinki/environmental-food-and-biological-sciences
Technological University Dublin,E-Commerce in Retailing,BSc (Hons),,4.0,1178,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/bsc-hons-e-commerce-in-retailing
Mykolas Romeris University,E-commerce Managament,Master,,1.5,18032,"Vilnius, Lithuania",https://www.study.eu/university/mykolas-romeris-university/e-commerce-managament
University of Manchester,Econometrics,MSc,22678.0,1.0,47,"Manchester, United Kingdom",https://www.study.eu/university/university-of-manchester/econometrics
University of Geneva,Econometrics,PhD,,,N/A,"Geneva, Switzerland",https://www.study.eu/university/university-of-geneva/econometrics-8910
UvA University of Amsterdam,Econometrics,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-econometrics
VU Amsterdam,Econometrics and Data Science,Bachelor,,3.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/bachelor-econometrics-and-data-science
VU Amsterdam,Econometrics and Data Science,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-econometrics-and-data-science
UvA University of Amsterdam,Econometrics and Data Science,Bachelor,,3.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/bachelor-econometrics-and-data-science-28454
London School of Economics and Political Science (LSE),Econometrics and Mathematical Economics,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-econometrics-and-mathematical-economics
London School of Economics and Political Science (LSE),Econometrics and Mathematical Economics,MSc,,0.83,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-econometrics-and-mathematical-economics
UvA University of Amsterdam,Econometrics and Mathematical Economics,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-econometrics-and-mathematical-economics
University of Groningen,Econometrics and Operations Research,BSc,,3.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/bsc-econometrics-and-operations-research
VU Amsterdam,Econometrics and Operations Research,Bachelor,,3.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/bachelor-econometrics-and-operations-research
VU Amsterdam,Econometrics and Operations Research,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-econometrics-and-operations-research
UvA University of Amsterdam,Econometrics and Policy Analysis,Master,,1.0,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-econometrics-and-policy-analysis
University of Groningen,"Econometrics, Operations Research and Actuarial Studies",MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/econometrics-operations-research-and-actuarial-studies
Universidad Carlos III de Madrid,Economic Analysis,Master,,,486,"Madrid, Spain",https://www.study.eu/university/universidad-carlos-iii-de-madrid/economic-analysis-15223
Autonomous University of Barcelona,Economic Analysis,Master,,,N/A,"Barcelona, Spain",https://www.study.eu/university/autonomous-university-of-barcelona/economic-analysis-59ff164f-9f48-405a-84c8-f07484fda889
Corvinus University of Budapest,Economic Analysis,MSc,16616.0,2.0,1608,"Budapest, Hungary",https://www.study.eu/university/corvinus-university-of-budapest/economic-analysis-03e5612c-1875-4bff-9bd4-4497ed81420f
CY Cergy Paris University,Economic Analysis,Master,,,1549,"Cergy-Pontoise, France",https://www.study.eu/university/cy-cergy-paris-university/master-economic-analysis
University of Cyprus,Economic Analysis,Master,,,622,"Nicosia, Cyprus",https://www.study.eu/university/university-of-cyprus/master-economic-analysis-28008
University of Essex,Economic Analysis and Policy,PhD,104855.0,4.0,461,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-economic-analysis-and-policy
Gdańsk University of Technology,Economic Analytics,MSc,11596.0,2.0,918,"Gdansk, Poland",https://www.study.eu/university/gdansk-university-of-technology/msc-economic-analytics
Johannes Kepler University Linz,Economic and Business Analytics,MSc,,2.0,653,"Linz, Austria",https://www.study.eu/university/johannes-kepler-university-linz/management-and-applied-economics
University of Maribor,Economic And Business Sciences,Master,,2.0,942,"Maribor, Slovenia",https://www.study.eu/university/university-of-maribor/master-economic-and-business-sciences
University College Cork (UCC),Economic and Enterprise Development,MSc,,1.0,360,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/economic-and-enterprise-development
University of Trás-os-Montes and Alto Douro,Economic and Management Sciences,Master,,,1110,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-economic-and-management-sciences
University of the Algarve,Economic and Management Sciences,PhD,,,N/A,"Faro, Portugal",https://www.study.eu/university/university-of-the-algarve/phd-economic-and-management-sciences
University of Exeter,Economic and Social History,MRes,21277.0,1.0,109,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/economic-and-social-history
University of York,Economic and Social History,MSc,,1.0,184,"York, United Kingdom",https://www.study.eu/university/university-of-york/economic-and-social-history-61150e2a-4d69-4274-813a-7f456cb1a9ca
University of St Andrews,Economic and Social History,MSc,22385.0,1.0,381,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/economic-and-social-history-04922216-aac8-4885-8506-f7706b3bddcc
University of Groningen,Economic Development and Growth,MSc,,2.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-economic-development-and-growth
Universidad Carlos III de Madrid,Economic Development And Growth (MEDEG),Master,,,486,"Madrid, Spain",https://www.study.eu/university/universidad-carlos-iii-de-madrid/economic-development-and-growth-medeg
University of Economics in Bratislava,Economic Diplomacy,Master,,2.0,3305,"Bratislava, Slovakia",https://www.study.eu/university/university-of-economics-in-bratislava/economic-diplomacy
"City St George’s, University of London",Economic Evaluation in Healthcare,MSc,20010.0,1.0,N/A,"London, United Kingdom",https://www.study.eu/university/city-st-george-s-university-of-london/economic-evaluation-in-healthcare
Maynooth University,Economic & Financial Risk Analysis,MSc,,,1835,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/economic-financial-risk-analysis
University of Groningen,Economic Geography,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/economic-geography-5947
London School of Economics and Political Science (LSE),Economic Geography,PhD,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/phd-economic-geography
University of Groningen,Economic Geography: Regional Competitiveness and Trade,MSc,,1.0,74,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-economic-geography-regional-competitiveness-and-trade
AGH University of Science and Technology,Economic Geology,MSc,,1.5,555,"Cracow, Poland",https://www.study.eu/university/agh-university-of-science-and-technology/economic-geology-489d061d-ddbc-47a6-8e91-c25ca603beba
Lund University,"Economic Growth, Population and Development",Master,,2.0,14312,"Lund, Sweden",https://www.study.eu/university/lund-university/economic-growth-population-and-development
London School of Economics and Political Science (LSE),Economic History,MSc,,1.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-economic-history
University of Edinburgh,Economic History,M (UG),111792.0,4.0,32,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/economic-history-31ea00e8-40eb-4d2a-963f-88042e5a56d2
London School of Economics and Political Science (LSE),Economic History,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-economic-history
London School of Economics and Political Science (LSE),Economic History,PhD,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/phd-economic-history
London School of Economics and Political Science (LSE),Economic History and Geography,BSc,,3.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/bsc-economic-history-and-geography
London School of Economics and Political Science (LSE),Economic History (Research),MSc,,1.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-economic-history-research
Utrecht University,Economic Policy,MSc,,1.0,44,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/economic-policy
Otto von Guericke University Magdeburg,Economic Policy Analysis,MSc,,2.0,634,"Magdeburg, Germany",https://www.study.eu/university/otto-von-guericke-university-magdeburg/msc-economic-policy-analysis
University of Westminster,Economic Policy and Analysis,MSc,18676.0,1.0,1060,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/msc-economic-policy-and-analysis
University of Potsdam,Economic Policy and Quantitative Methods,MSc,,,403,"Potsdam, Germany",https://www.study.eu/university/university-of-potsdam/economic-policy-and-quantitative-methods
London School of Economics and Political Science (LSE),Economic Policy for International Development,MSc,,1.0,308,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-economic-policy-for-international-development
University of Cologne,Economic Research,MSc,,2.0,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/msc-economic-research
Charles University,Economic Research,Master,,2.0,216,"Prague, Czech Republic",https://www.study.eu/university/charles-university/master-economic-research
NHH - Norwegian School of Economics,Economics,PhD,,4.0,N/A,"Bergen, Norway",https://www.study.eu/university/nhh-norwegian-school-of-economics/phd-economics-1209
Aalto University,Economics,MSc,,2.0,20663,"Helsinki, Finland",https://www.study.eu/university/aalto-university/msc-economics-1724
Hanken School of Economics,Economics,Master,,2.0,2131,"Helsinki, Finland",https://www.study.eu/university/hanken-school-of-economics/economics-1837
Lithuania Business University of Applied Sciences,Economics,Bachelor,10385.0,3.0,N/A,"Klaipėda, Lithuania",https://www.study.eu/university/lithuania-business-university-of-applied-sciences/economics-2376
Aarhus University,Economics,MSc,,2.0,91,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university/msc-economics-2754
University of Copenhagen (KU),Economics,Master,,2.0,N/A,"Copenhagen, Denmark",https://www.study.eu/university/university-of-copenhagen-ku/economics-3061
University of Southern Denmark (SDU),Economics,Master,,2.0,N/A,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/economics-3136
Daugavpils University,Economics,PhD,,3.0,4317,"Daugavpils, Latvia",https://www.study.eu/university/daugavpils-university/economics-3231
Latvia University of Life Sciences and Technologies,Economics,Bachelor,,4.0,N/A,"Jelgava, Latvia",https://www.study.eu/university/latvia-university-of-life-sciences-and-technologies/economics-3261
"Birkbeck, University of London",Economics,MPhil,30616.0,2.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/economics-5051
"Birkbeck, University of London",Economics,MSc,18776.0,1.0,728,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/economics-5052
"City St George’s, University of London",Economics,MPhil,32016.0,2.0,N/A,"London, United Kingdom",https://www.study.eu/university/city-st-george-s-university-of-london/economics-5053
"City St George’s, University of London",Economics,MSc,20010.0,1.0,N/A,"London, United Kingdom",https://www.study.eu/university/city-st-george-s-university-of-london/economics-5054
"Royal Holloway, University of London",Economics,MSc,22678.0,1.0,1613,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/economics-5055
University of Bristol,Economics,MRes,,1.0,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/economics-5056
University of Bristol,Economics,MSc,20144.0,1.0,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/economics-5058
University of Bristol,Economics,PhD,71504.0,4.0,N/A,"Bristol, United Kingdom",https://www.study.eu/university/university-of-bristol/economics-5059
University of East Anglia,Economics,MPhil,36819.0,2.0,349,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/economics-5060
University of East Anglia,Economics,MSc,,1.0,349,"Norwich, United Kingdom",https://www.study.eu/university/university-of-east-anglia/economics-5061
University of Exeter,Economics,MPhil,41221.0,2.0,109,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/economics-5062
University of Exeter,Economics,MRes,22278.0,1.0,109,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/economics-5063
University of Exeter,Economics,MSc,22278.0,1.0,109,"Exeter, United Kingdom",https://www.study.eu/university/university-of-exeter/economics-5064
